,매장이름,주소,구,브랜드,위도,경도
0,역삼아레나빌딩,서울특별시 강남구 언주로 425 (역삼동),강남구,스타벅스,37.4748174,127.0600448
1,논현역사거리,서울특별시 강남구 강남대로 538 (논현동),강남구,스타벅스,37.5221061,127.0175013
2,신사역성일빌딩,서울특별시 강남구 강남대로 584 (논현동),강남구,스타벅스,37.5221061,127.0175013
3,국기원사거리,서울특별시 강남구 테헤란로 125 (역삼동),강남구,스타벅스,37.5082638,127.0606999
4,대치재경빌딩R,서울특별시 강남구 남부순환로 2947 (대치동),강남구,스타벅스,37.49462225,127.06276631492824
5,봉은사역,서울특별시 강남구 봉은사로 619 (삼성동),강남구,스타벅스,37.5148197,127.063493
6,압구정윤성빌딩,서울특별시 강남구 논현로 834 (신사동),강남구,스타벅스,37.522873649999994,127.02857242328601
7,코엑스별마당,서울특별시 강남구 영동대로 513 (삼성동),강남구,스타벅스,37.5221283,127.0557289
8,삼성역섬유센터R,서울특별시 강남구 테헤란로 518 (대치동),강남구,스타벅스,37.5082638,127.0606999
9,압구정R,서울특별시 강남구 언주로 861 (신사동),강남구,스타벅스,37.4748174,127.0600448
10,수서역R,서울특별시 강남구 광평로 281 (수서동),강남구,스타벅스,37.4825935,127.0790586
11,양재강남빌딩R,서울특별시 강남구 남부순환로 2621 (도곡동),강남구,스타벅스,37.485271299999994,127.03667786513964
12,선릉동신빌딩R,서울특별시 강남구 테헤란로 409 (삼성동),강남구,스타벅스,37.5082638,127.0606999
13,봉은사로선정릉,서울특별시 강남구 봉은사로 446 (삼성동),강남구,스타벅스,37.5148197,127.063493
14,강남오거리,서울특별시 강남구 봉은사로2길 39 (역삼동),강남구,스타벅스,37.5028453,127.0261846
15,스타필드코엑스몰R,서울특별시 강남구 영동대로 513 (삼성동) 코엑스 A106호,강남구,스타벅스,37.5221283,127.0557289
16,강남구청정문,서울특별시 강남구 학동로 419 (청담동),강남구,스타벅스,37.5199698,127.056947
17,도곡공원,서울특별시 강남구 도곡로 205 (역삼동),강남구,스타벅스,37.49418685,127.049732
18,강남R,서울특별시 강남구 강남대로 390 (역삼동),강남구,스타벅스,37.5221061,127.0175013
19,대치은마사거리,서울특별시 강남구 도곡로 457 (대치동),강남구,스타벅스,37.4989632,127.0602104
20,청담영동대로,서울특별시 강남구 영동대로 720 (청담동),강남구,스타벅스,37.5221283,127.0557289
21,압구정,서울특별시 강남구 압구정로30길 17 (신사동),강남구,스타벅스,37.524714,127.0290956
22,신사가로수,서울특별시 강남구 가로수길 59 ,강남구,스타벅스,37.5209574,127.0229101
23,청담스타R,서울특별시 강남구 도산대로57길 24 (청담동),강남구,스타벅스,37.525243200000006,127.04181394976302
24,강남우성,서울특별시 강남구 강남대로 328 (역삼동),강남구,스타벅스,37.5221061,127.0175013
25,학동사거리,서울특별시 강남구 도산대로 328 (논현동),강남구,스타벅스,37.5214392,127.0337787
26,대치사거리,서울특별시 강남구 삼성로 402 (대치동),강남구,스타벅스,37.5215228,127.0487626
27,포스코사거리,서울특별시 강남구 테헤란로 505 (삼성동) 화진빌딩,강남구,스타벅스,37.5082638,127.0606999
28,을지병원사거리,"서울특별시 강남구 논현로 752 (논현동,구산빌딩)",강남구,스타벅스,37.471318,127.0511927
29,신사역,서울특별시 강남구 도산대로 108 (논현동) 렉스타워,강남구,스타벅스,37.5214392,127.0337787
30,도곡역,서울특별시 강남구 남부순환로 2909 (대치동),강남구,스타벅스,37.49218995,127.05746583355238
31,서울세관사거리,서울특별시 강남구 언주로 650 (논현동) 한국건설기술인협회,강남구,스타벅스,37.4748174,127.0600448
32,청담사거리,서울특별시 강남구 도산대로 458 (청담동) 리츠타워,강남구,스타벅스,37.5238456,127.0467767
33,한티역,"서울특별시 강남구 도곡로 408, 디마크빌딩 101호 (대치동)",강남구,스타벅스,,
34,역삼초교사거리,서울특별시 강남구 역삼로 123 (역삼동),강남구,스타벅스,37.5029327,127.0581438
35,코엑스몰,서울특별시 강남구 영동대로 513 (삼성동) O103호,강남구,스타벅스,37.5221283,127.0557289
36,가로수길,"서울특별시 강남구 논현로175길 94, 1~2층 (신사동)",강남구,스타벅스,,
37,역삼대로,"서울특별시 강남구 테헤란로 211, 한국고등교육재단빌딩 1층 (역삼동)",강남구,스타벅스,,
38,역삼포스코,"서울특별시 강남구 테헤란로 134, P&S TOWER (역삼동)",강남구,스타벅스,,
39,강남대로,"서울특별시 강남구 강남대로 456, 한석타워 2층 1-2호 (역삼동)",강남구,스타벅스,,
40,청담,"서울특별시 강남구 도산대로 532, 인희빌딩 1층 (청담동)",강남구,스타벅스,,
41,삼성도심공항,서울특별시 강남구 테헤란로87길 33 (삼성동),강남구,스타벅스,37.5098719,127.0583143
42,삼성교,"서울특별시 강남구 영동대로86길 12, 동남유화빌딩 1층",강남구,스타벅스,,
43,학동역,서울특별시 강남구 논현로 704 (논현동),강남구,스타벅스,37.471318,127.0511927
44,대치,서울특별시 강남구 도곡로 511 (대치동),강남구,스타벅스,37.4996329,127.06228485629852
45,SSG마켓도곡R,"서울특별시 강남구 언주로30길 57, 타워팰리스Ⅱ F 지하1층 (도곡동)",강남구,스타벅스,,
46,삼성,"서울특별시 강남구 테헤란로 443, 애플트리타워 1층 (삼성동)",강남구,스타벅스,,
47,선릉세화빌딩,서울특별시 강남구 테헤란로64길 18 (대치동) 1층,강남구,스타벅스,37.5039306,127.0513461
48,압구정역,"서울특별시 강남구 압구정로 170, 관영빌딩 1층 지하1층 (신사동)",강남구,스타벅스,,
49,압구정로,서울특별시 강남구 압구정로42길 32 (신사동),강남구,스타벅스,37.5240822,127.034101
50,구역삼사거리,서울특별시 강남구 논현로 401 (역삼동),강남구,스타벅스,37.471318,127.0511927
51,큰길타워,"서울특별시 강남구 테헤란로 223, 큰길타워빌딩 (역삼동)",강남구,스타벅스,,
52,강남구청역,"서울특별시 강남구 선릉로 669, 웰빙센터 1층 (논현동)",강남구,스타벅스,,
53,대치역,서울특별시 강남구 남부순환로 2936 (대치동) 107호,강남구,스타벅스,37.4933484,127.0618811053215
54,포이,서울특별시 강남구 논현로 88 (개포동),강남구,스타벅스,37.471318,127.0511927
55,아크플레이스,서울특별시 강남구 테헤란로 142 (역삼동),강남구,스타벅스,37.5082638,127.0606999
56,학여울역,서울특별시 강남구 영동대로 215 (대치동),강남구,스타벅스,37.49798545,127.06854191552031
57,선정릉역,서울특별시 강남구 봉은사로 407 (삼성동) 에프오빌딩,강남구,스타벅스,37.5148197,127.063493
58,삼성현대힐,서울특별시 강남구 삼성로 605 (삼성동),강남구,스타벅스,37.5215228,127.0487626
59,GS타워,서울특별시 강남구 논현로 508 (역삼동),강남구,스타벅스,37.471318,127.0511927
60,압구정미소,서울특별시 강남구 논현로 841 (신사동),강남구,스타벅스,37.471318,127.0511927
61,선릉역,"서울특별시 강남구 테헤란로 334, LG화재 빌딩 (역삼동)",강남구,스타벅스,,
62,코엑스사거리,서울특별시 강남구 영동대로 616 (삼성동),강남구,스타벅스,37.5110767,127.0618173
63,역삼럭키,서울특별시 강남구 도곡로 183 (역삼동),강남구,스타벅스,37.5001816,127.0648724
64,차병원사거리,"서울특별시 강남구 봉은사로 213, 센트럴타워 (논현동)",강남구,스타벅스,,
65,청담공원,서울특별시 강남구 학동로 506 (삼성동),강남구,스타벅스,37.5199698,127.056947
66,신압구정,서울특별시 강남구 언주로174길 29 (신사동),강남구,스타벅스,37.5284522,127.033757
67,아크로힐스논현,"서울특별시 강남구 봉은사로 304, 금강빌딩 1-2층 (역삼동)",강남구,스타벅스,,
68,뱅뱅사거리,서울특별시 강남구 강남대로 282 (도곡동),강남구,스타벅스,37.5221061,127.0175013
69,강남비젼타워,"서울특별시 강남구 테헤란로2길 27, 1층 101호 (역삼동)",강남구,스타벅스,,
70,역삼역,"서울특별시 강남구 테헤란로 145, 우신빌딩 1층 (역삼동)",강남구,스타벅스,,
71,압구정로데오역,"서울특별시 강남구 선릉로 836, 삼원빌딩 1,2층 (청담동)",강남구,스타벅스,,
72,르네상스사거리,서울특별시 강남구 테헤란로 306 (역삼동),강남구,스타벅스,37.5082638,127.0606999
73,포스코,"서울특별시 강남구 삼성로86길 7, 1층 (대치동)",강남구,스타벅스,,
74,선릉로,"서울특별시 강남구 선릉로93길 22, 대흥빌딩 1층 (역삼동)",강남구,스타벅스,,
75,논현힐탑,서울특별시 강남구 논현로 648 (논현동),강남구,스타벅스,37.471318,127.0511927
76,도산가로수길,"서울특별시 강남구 도산대로 134, 2층 (논현동)",강남구,스타벅스,,
77,대치한티,서울특별시 강남구 선릉로 324 (대치동),강남구,스타벅스,37.5290401,127.041123
78,수서역사거리,서울특별시 강남구 광평로 280 (수서동),강남구,스타벅스,37.4874283,127.1030514
79,코엑스아셈타워,서울특별시 강남구 영동대로 517 (삼성동),강남구,스타벅스,37.5221283,127.0557289
80,센터필드R,서울특별시 강남구 테헤란로 231 (역삼동),강남구,스타벅스,37.5082638,127.0606999
81,도산사거리,서울특별시 강남구 언주로 727 (논현동),강남구,스타벅스,37.4748174,127.0600448
82,강남세곡,서울특별시 강남구 헌릉로569길 18 (세곡동),강남구,스타벅스,37.4670394,127.0982391
83,대치삼성프라자,서울특별시 강남구 영동대로 237 (대치동),강남구,스타벅스,37.5006039,127.0670254
84,테헤란로아남타워,서울특별시 강남구 테헤란로 311 (역삼동),강남구,스타벅스,37.5082638,127.0606999
85,강남논현,서울특별시 강남구 강남대로 512 (논현동),강남구,스타벅스,37.5221061,127.0175013
86,삼성동,서울특별시 강남구 영동대로96길 12 (삼성동),강남구,스타벅스,37.510748500000005,127.06359359999999
87,역삼이마트,서울특별시 강남구 역삼로 310 (역삼동),강남구,스타벅스,37.5029327,127.0581438
88,미아뉴타운,서울특별시 강북구 삼양로 161 (미아동),강북구,스타벅스,37.61832245,127.02122176294081
89,강북구청사거리,서울특별시 강북구 도봉로 365 (수유동),강북구,스타벅스,37.6152945,127.0299205
90,미아사거리역,서울특별시 강북구 도봉로 32 (미아동),강북구,스타벅스,37.6152945,127.0299205
91,수유역,서울특별시 강북구 도봉로 342 (번동),강북구,스타벅스,37.6152945,127.0299205
92,미아역,서울특별시 강북구 도봉로 196 (미아동),강북구,스타벅스,37.6152945,127.0299205
93,파라스파라서울,서울특별시 강북구 삼양로 689 (우이동)[*미고시],강북구,스타벅스,37.6326783,127.0176206
94,발산역사거리,서울특별시 강서구 공항대로 248 (마곡동),강서구,스타벅스,37.5604431,126.8198414
95,마곡역,서울특별시 강서구 공항대로 168 (마곡동),강서구,스타벅스,37.5604431,126.8198414
96,우장산역,서울특별시 강서구 강서로 267 (내발산동),강서구,스타벅스,37.5497037,126.8360897
97,마곡사이언스타워R,서울특별시 강서구 마곡동로 62 (마곡동),강서구,스타벅스,37.5583197,126.8331408
